Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Westminster,2015,Transport,Railways diesel,2014,2.974162546
Unapportioned,2015,Transport,Railways diesel,2014,-
London,2015,Transport,Railways diesel,2014,83.94980819
Barking and Dagenham,2015,Transport,Railways electric,2015,17.29905141
Barnet,2015,Transport,Railways electric,2015,30.94937874
Bexley,2015,Transport,Railways electric,2015,7.95918767
Brent,2015,Transport,Railways electric,2015,38.42999244
Bromley,2015,Transport,Railways electric,2015,18.93378502
Camden,2015,Transport,Railways electric,2015,40.8863963
City of London,2015,Transport,Railways electric,2015,17.66629608
Croydon,2015,Transport,Railways electric,2015,23.22572455
Ealing,2015,Transport,Railways electric,2015,23.91242939
Enfield,2015,Transport,Railways electric,2015,16.66747175
Greenwich,2015,Transport,Railways electric,2015,12.40823289
Hackney,2015,Transport,Railways electric,2015,9.264703212
Hammersmith and Fulham,2015,Transport,Railways electric,2015,17.84422671
Haringey,2015,Transport,Railways electric,2015,23.7156192
Harrow,2015,Transport,Railways electric,2015,17.69546892
Havering,2015,Transport,Railways electric,2015,17.59089166
Hillingdon,2015,Transport,Railways electric,2015,20.43662042
Hounslow,2015,Transport,Railways electric,2015,16.57826353
Islington,2015,Transport,Railways electric,2015,21.34216012
Kensington and Chelsea,2015,Transport,Railways electric,2015,22.37445346
Kingston,2015,Transport,Railways electric,2015,6.639355825
Lambeth,2015,Transport,Railways electric,2015,42.87539192
Lewisham,2015,Transport,Railways electric,2015,19.13127459
Merton,2015,Transport,Railways electric,2015,20.43544644
Newham,2015,Transport,Railways electric,2015,40.02199997
Redbridge,2015,Transport,Railways electric,2015,17.30408707
Richmond,2015,Transport,Railways electric,2015,8.649011095
Southwark,2015,Transport,Railways electric,2015,26.41447573
Sutton,2015,Transport,Railways electric,2015,3.923271393
Tower Hamlets,2015,Transport,Railways electric,2015,37.59298655
Waltham Forest,2015,Transport,Railways electric,2015,12.16646006
Wandsworth,2015,Transport,Railways electric,2015,37.22241954
Westminster,2015,Transport,Railways electric,2015,60.25270389
Unapportioned,2015,Transport,Railways electric,2015,43.83630502
London,2015,Transport,Railways electric,2015,791.6455426
Barking and Dagenham,2015,Transport,Road Transport,2015,130.6904308
Barnet,2015,Transport,Road Transport,2015,381.6420656
Bexley,2015,Transport,Road Transport,2015,185.822843
Brent,2015,Transport,Road Transport,2015,204.9868393
Bromley,2015,Transport,Road Transport,2015,251.6465933
Camden,2015,Transport,Road Transport,2015,155.2440371
City of London,2015,Transport,Road Transport,2015,52.06075125
Croydon,2015,Transport,Road Transport,2015,235.3754577
Ealing,2015,Transport,Road Transport,2015,278.6847111
Enfield,2015,Transport,Road Transport,2015,357.7944065
Greenwich,2015,Transport,Road Transport,2015,214.3205107
Hackney,2015,Transport,Road Transport,2015,121.5182558
Hammersmith and Fulham,2015,Transport,Road Transport,2015,111.5616276
Haringey,2015,Transport,Road Transport,2015,134.4243321
Harrow,2015,Transport,Road Transport,2015,137.7880284
Havering,2015,Transport,Road Transport,2015,344.8983866
Hillingdon,2015,Transport,Road Transport,2015,402.7141357
Hounslow,2015,Transport,Road Transport,2015,284.4615684
Islington,2015,Transport,Road Transport,2015,100.0740546
Kensington and Chelsea,2015,Transport,Road Transport,2015,117.4699181
Kingston,2015,Transport,Road Transport,2015,157.0223668
Lambeth,2015,Transport,Road Transport,2015,165.088545
Lewisham,2015,Transport,Road Transport,2015,152.8261468
Merton,2015,Transport,Road Transport,2015,131.5986
Newham,2015,Transport,Road Transport,2015,177.6805217
Redbridge,2015,Transport,Road Transport,2015,250.278267
Richmond,2015,Transport,Road Transport,2015,163.4252859
Southwark,2015,Transport,Road Transport,2015,161.5660395
Sutton,2015,Transport,Road Transport,2015,112.3438287
Tower Hamlets,2015,Transport,Road Transport,2015,156.7847889
Waltham Forest,2015,Transport,Road Transport,2015,175.8781457
Wandsworth,2015,Transport,Road Transport,2015,169.091776
Westminster,2015,Transport,Road Transport,2015,255.3986942
Unapportioned,2015,Transport,Road Transport,2015,-
London,2015,Transport,Road Transport,2015,6432.16196
Barking and Dagenham,2015,Transport,Total,N/A,156.1843072
Barnet,2015,Transport,Total,N/A,418.2380582
Bexley,2015,Transport,Total,N/A,208.6385515
Brent,2015,Transport,Total,N/A,252.7005315
Bromley,2015,Transport,Total,N/A,272.7546388
Camden,2015,Transport,Total,N/A,203.1371375
City of London,2015,Transport,Total,N/A,73.20347457
Croydon,2015,Transport,Total,N/A,260.2435745
Ealing,2015,Transport,Total,N/A,317.2332697
Enfield,2015,Transport,Total,N/A,375.4359236
Greenwich,2015,Transport,Total,N/A,239.3031338
Hackney,2015,Transport,Total,N/A,131.7816438
Hammersmith and Fulham,2015,Transport,Total,N/A,147.5133341
Haringey,2015,Transport,Total,N/A,160.6145413
Harrow,2015,Transport,Total,N/A,159.4495843
Havering,2015,Transport,Total,N/A,368.3261668
Hillingdon,2015,Transport,Total,N/A,1111.330415
Hounslow,2015,Transport,Total,N/A,407.3229853
Islington,2015,Transport,Total,N/A,123.2365734
Kensington and Chelsea,2015,Transport,Total,N/A,143.938641
Kingston,2015,Transport,Total,N/A,164.2739911
Lambeth,2015,Transport,Total,N/A,210.1041889
Lewisham,2015,Transport,Total,N/A,173.3777172
Merton,2015,Transport,Total,N/A,152.7778574
Newham,2015,Transport,Total,N/A,264.5403348
Redbridge,2015,Transport,Total,N/A,269.271918
Richmond,2015,Transport,Total,N/A,217.2549469
Southwark,2015,Transport,Total,N/A,192.5441653
Sutton,2015,Transport,Total,N/A,116.311279
Tower Hamlets,2015,Transport,Total,N/A,214.9470942
Waltham Forest,2015,Transport,Total,N/A,190.8079802
Wandsworth,2015,Transport,Total,N/A,221.4100716
Westminster,2015,Transport,Total,N/A,320.3660352
Unapportioned,2015,Transport,Total,N/A,43.83630502
London,2015,Transport,Total,N/A,8282.410371
Barking and Dagenham,2015,Total,Total,N/A,612.8021472
Barnet,2015,Total,Total,N/A,1334.648772
Bexley,2015,Total,Total,N/A,890.9833765
Brent,2015,Total,Total,N/A,1003.269262
Bromley,2015,Total,Total,N/A,1107.767738
Camden,2015,Total,Total,N/A,1252.737245
City of London,2015,Total,Total,N/A,1091.724898
Croydon,2015,Total,Total,N/A,1179.741381
Ealing,2015,Total,Total,N/A,1274.390983
Enfield,2015,Total,Total,N/A,1160.229755
Greenwich,2015,Total,Total,N/A,851.438189
Hackney,2015,Total,Total,N/A,717.9835878
Hammersmith and Fulham,2015,Total,Total,N/A,769.7825992
Haringey,2015,Total,Total,N/A,726.3193292
Harrow,2015,Total,Total,N/A,695.2521997
Havering,2015,Total,Total,N/A,965.4300345
Hillingdon,2015,Total,Total,N/A,2165.514599
Hounslow,2015,Total,Total,N/A,1244.927966
Islington,2015,Total,Total,N/A,832.0936146
Kensington and Chelsea,2015,Total,Total,N/A,1029.533949
Kingston,2015,Total,Total,N/A,606.0585841
Lambeth,2015,Total,Total,N/A,1003.135961
Lewisham,2015,Total,Total,N/A,751.11474
Merton,2015,Total,Total,N/A,698.0441166
Newham,2015,Total,Total,N/A,1183.262896
Redbridge,2015,Total,Total,N/A,824.0316384
Richmond,2015,Total,Total,N/A,751.0853142
Southwark,2015,Total,Total,N/A,1194.780443
Sutton,2015,Total,Total,N/A,626.1097661
Tower Hamlets,2015,Total,Total,N/A,1485.879353
Waltham Forest,2015,Total,Total,N/A,728.6525959
Wandsworth,2015,Total,Total,N/A,953.4848373
Westminster,2015,Total,Total,N/A,2375.198732
Unapportioned,2015,Total,Total,N/A,18.51561124
London,2015,Total,Total,N/A,34105.92621
Barking and Dagenham,2014,Domestic,Electricity,2014,122.6202762
Barnet,2014,Domestic,Electricity,2014,284.447901
Bexley,2014,Domestic,Electricity,2014,176.042107
Brent,2014,Domestic,Electricity,2014,195.7309013
Bromley,2014,Domestic,Electricity,2014,257.0013425
Camden,2014,Domestic,Electricity,2014,161.8452665
City of London,2014,Domestic,Electricity,2014,12.54629546
Croydon,2014,Domestic,Electricity,2014,273.9553018
Ealing,2014,Domestic,Electricity,2014,219.6777482
Enfield,2014,Domestic,Electricity,2014,228.1471744
Greenwich,2014,Domestic,Electricity,2014,171.3436694
Hackney,2014,Domestic,Electricity,2014,159.005696
Hammersmith and Fulham,2014,Domestic,Electricity,2014,131.3491278
Haringey,2014,Domestic,Electricity,2014,167.0624203
Harrow,2014,Domestic,Electricity,2014,162.4385483
Havering,2014,Domestic,Electricity,2014,188.2205534
Hillingdon,2014,Domestic,Electricity,2014,196.8959772
Hounslow,2014,Domestic,Electricity,2014,175.0544573
Islington,2014,Domestic,Electricity,2014,146.289088
Kensington and Chelsea,2014,Domestic,Electricity,2014,171.8794792
Kingston,2014,Domestic,Electricity,2014,123.037672
Lambeth,2014,Domestic,Electricity,2014,202.0321446
Lewisham,2014,Domestic,Electricity,2014,189.9674966
Merton,2014,Domestic,Electricity,2014,145.9701555
Newham,2014,Domestic,Electricity,2014,173.3387309
Redbridge,2014,Domestic,Electricity,2014,186.7972911
Richmond,2014,Domestic,Electricity,2014,156.8343396
Southwark,2014,Domestic,Electricity,2014,203.6296608
Sutton,2014,Domestic,Electricity,2014,151.8513463
Tower Hamlets,2014,Domestic,Electricity,2014,184.6555208
Waltham Forest,2014,Domestic,Electricity,2014,162.7099801
Wandsworth,2014,Domestic,Electricity,2014,227.6158234
Westminster,2014,Domestic,Electricity,2014,222.9969671
Unapportioned,2014,Domestic,Electricity,2014,-
London,2014,Domestic,Electricity,2014,5932.99046
Barking and Dagenham,2014,Domestic,Gas,2014,140.2085504
Barnet,2014,Domestic,Gas,2014,416.3930652
Bexley,2014,Domestic,Gas,2014,211.7634452
Brent,2014,Domestic,Gas,2014,293.0823903
Bromley,2014,Domestic,Gas,2014,349.1871737
Camden,2014,Domestic,Gas,2014,183.7344877
City of London,2014,Domestic,Gas,2014,5.511700859
Croydon,2014,Domestic,Gas,2014,349.2545966
Ealing,2014,Domestic,Gas,2014,319.769293
Enfield,2014,Domestic,Gas,2014,295.741489
Greenwich,2014,Domestic,Gas,2014,194.036943
Hackney,2014,Domestic,Gas,2014,186.8172167
Hammersmith and Fulham,2014,Domestic,Gas,2014,169.6371413
Haringey,2014,Domestic,Gas,2014,241.7045034
Harrow,2014,Domestic,Gas,2014,271.3485342
Havering,2014,Domestic,Gas,2014,255.7393864
Hillingdon,2014,Domestic,Gas,2014,274.6344867
Hounslow,2014,Domestic,Gas,2014,200.2347004
Islington,2014,Domestic,Gas,2014,173.1996556
Kensington and Chelsea,2014,Domestic,Gas,2014,169.4040487
Kingston,2014,Domestic,Gas,2014,153.9289081
Lambeth,2014,Domestic,Gas,2014,238.3393059
Lewisham,2014,Domestic,Gas,2014,226.9528509
Merton,2014,Domestic,Gas,2014,183.1188053
Newham,2014,Domestic,Gas,2014,207.1833925
Redbridge,2014,Domestic,Gas,2014,274.2634456
Richmond,2014,Domestic,Gas,2014,207.1922686
Southwark,2014,Domestic,Gas,2014,178.0171031
Sutton,2014,Domestic,Gas,2014,179.0803974
Tower Hamlets,2014,Domestic,Gas,2014,132.1214685
Waltham Forest,2014,Domestic,Gas,2014,229.7501383
Wandsworth,2014,Domestic,Gas,2014,262.2341829
Westminster,2014,Domestic,Gas,2014,179.0829645
Unapportioned,2014,Domestic,Gas,2014,-
London,2014,Domestic,Gas,2014,7352.66804
Barking and Dagenham,2014,Domestic,Coal,2014,1.703833367
Barnet,2014,Domestic,Coal,2014,1.625642412
Bexley,2014,Domestic,Coal,2014,1.996791137
Brent,2014,Domestic,Coal,2014,1.172137061
Bromley,2014,Domestic,Coal,2014,2.172544287
Camden,2014,Domestic,Coal,2014,0.399027898
City of London,2014,Domestic,Coal,2014,0.001511507
Croydon,2014,Domestic,Coal,2014,2.712689065
Ealing,2014,Domestic,Coal,2014,1.844031022
Enfield,2014,Domestic,Coal,2014,2.20343178
Greenwich,2014,Domestic,Coal,2014,1.644247094
Hackney,2014,Domestic,Coal,2014,0.646573087
Hammersmith and Fulham,2014,Domestic,Coal,2014,0.627150503
Haringey,2014,Domestic,Coal,2014,1.257729584
Harrow,2014,Domestic,Coal,2014,1.22390698
Havering,2014,Domestic,Coal,2014,2.074389419
Hillingdon,2014,Domestic,Coal,2014,1.714450523
Hounslow,2014,Domestic,Coal,2014,1.43860442
Islington,2014,Domestic,Coal,2014,0.465570166
Kensington and Chelsea,2014,Domestic,Coal,2014,0.379926875
Kingston,2014,Domestic,Coal,2014,0.994574344
Lambeth,2014,Domestic,Coal,2014,1.134326618
Lewisham,2014,Domestic,Coal,2014,1.772352487
Merton,2014,Domestic,Coal,2014,1.628820082
Newham,2014,Domestic,Coal,2014,1.827878487
Redbridge,2014,Domestic,Coal,2014,1.770657375
Richmond,2014,Domestic,Coal,2014,1.246444047
Southwark,2014,Domestic,Coal,2014,0.896097826
Sutton,2014,Domestic,Coal,2014,1.423201582
Tower Hamlets,2014,Domestic,Coal,2014,0.443301979
Waltham Forest,2014,Domestic,Coal,2014,1.91927604
Wandsworth,2014,Domestic,Coal,2014,1.375137938
Westminster,2014,Domestic,Coal,2014,0.403857754
Unapportioned,2014,Domestic,Coal,2014,-
London,2014,Domestic,Coal,2014,44.14011475
Barking and Dagenham,2014,Domestic,Oil,2014,0.689921138
Barnet,2014,Domestic,Oil,2014,2.308923421
Bexley,2014,Domestic,Oil,2014,1.611104936
Brent,2014,Domestic,Oil,2014,1.382319103
Bromley,2014,Domestic,Oil,2014,3.712221227
Camden,2014,Domestic,Oil,2014,2.625507197
City of London,2014,Domestic,Oil,2014,0.095328343
Croydon,2014,Domestic,Oil,2014,2.365139845
Ealing,2014,Domestic,Oil,2014,1.744264016
Enfield,2014,Domestic,Oil,2014,1.688451276
Greenwich,2014,Domestic,Oil,2014,1.264978086
Hackney,2014,Domestic,Oil,2014,0.841735284
Hammersmith and Fulham,2014,Domestic,Oil,2014,1.017298853
Haringey,2014,Domestic,Oil,2014,0.845336828
Harrow,2014,Domestic,Oil,2014,1.448630866
Havering,2014,Domestic,Oil,2014,2.046821608
Hillingdon,2014,Domestic,Oil,2014,2.46250264
Hounslow,2014,Domestic,Oil,2014,1.913964393
Islington,2014,Domestic,Oil,2014,0.882165633
Kensington and Chelsea,2014,Domestic,Oil,2014,2.250966753
Kingston,2014,Domestic,Oil,2014,0.905706137
Lambeth,2014,Domestic,Oil,2014,1.67068207
Lewisham,2014,Domestic,Oil,2014,1.102726568
Merton,2014,Domestic,Oil,2014,1.187928761
Newham,2014,Domestic,Oil,2014,0.510998151
Redbridge,2014,Domestic,Oil,2014,1.285251059
Richmond,2014,Domestic,Oil,2014,1.742757016
Southwark,2014,Domestic,Oil,2014,2.306192467
Sutton,2014,Domestic,Oil,2014,1.375372459
Tower Hamlets,2014,Domestic,Oil,2014,1.260867116
Waltham Forest,2014,Domestic,Oil,2014,0.801270795
Wandsworth,2014,Domestic,Oil,2014,1.544266167
Westminster,2014,Domestic,Oil,2014,3.287175101
Unapportioned,2014,Domestic,Oil,2014,-
London,2014,Domestic,Oil,2014,52.17877531
Barking and Dagenham,2014,Domestic,Total,N/A,265.2225811
Barnet,2014,Domestic,Total,N/A,704.775532
Bexley,2014,Domestic,Total,N/A,391.4134483
Brent,2014,Domestic,Total,N/A,491.3677478
Bromley,2014,Domestic,Total,N/A,612.0732816
Camden,2014,Domestic,Total,N/A,348.6042893
City of London,2014,Domestic,Total,N/A,18.15483616
Croydon,2014,Domestic,Total,N/A,628.2877273
Ealing,2014,Domestic,Total,N/A,543.0353362
Enfield,2014,Domestic,Total,N/A,527.7805465
Greenwich,2014,Domestic,Total,N/A,368.2898376
Hackney,2014,Domestic,Total,N/A,347.3112211
Hammersmith and Fulham,2014,Domestic,Total,N/A,302.6307184
Haringey,2014,Domestic,Total,N/A,410.8699901
Harrow,2014,Domestic,Total,N/A,436.4596203
Havering,2014,Domestic,Total,N/A,448.0811508
Hillingdon,2014,Domestic,Total,N/A,475.7074171
Hounslow,2014,Domestic,Total,N/A,378.6417266
Islington,2014,Domestic,Total,N/A,320.8364794
Kensington and Chelsea,2014,Domestic,Total,N/A,343.9144215
Kingston,2014,Domestic,Total,N/A,278.8668606
Lambeth,2014,Domestic,Total,N/A,443.1764592
Lewisham,2014,Domestic,Total,N/A,419.7954265
Merton,2014,Domestic,Total,N/A,331.9057097
Newham,2014,Domestic,Total,N/A,382.861
Redbridge,2014,Domestic,Total,N/A,464.1166451
Richmond,2014,Domestic,Total,N/A,367.0158092
Southwark,2014,Domestic,Total,N/A,384.8490542
Sutton,2014,Domestic,Total,N/A,333.7303177
Tower Hamlets,2014,Domestic,Total,N/A,318.4811584
Waltham Forest,2014,Domestic,Total,N/A,395.1806653
Wandsworth,2014,Domestic,Total,N/A,492.7694104
Westminster,2014,Domestic,Total,N/A,405.7709645
Unapportioned,2014,Domestic,Total,N/A,-
London,2014,Domestic,Total,N/A,13381.97739
Barking and Dagenham,2014,Industrial and Commercial,Electricity w/o rail,2014,121.1313595
Barnet,2014,Industrial and Commercial,Electricity w/o rail,2014,253.3227933
Bexley,2014,Industrial and Commercial,Electricity w/o rail,2014,212.6053675
Brent,2014,Industrial and Commercial,Electricity w/o rail,2014,369.5158178
Bromley,2014,Industrial and Commercial,Electricity w/o rail,2014,186.7696335
Camden,2014,Industrial and Commercial,Electricity w/o rail,2014,598.9982503
City of London,2014,Industrial and Commercial,Electricity w/o rail,2014,912.0751967
