SiteName,Grade,DataVersion,ReleaseDt,Copyright
Loris Road Community Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Paul's Green,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hammersmith or Margravine Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Normand Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Fulham Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
South Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
District line north of Fulham Broadway,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Eel Brook Common,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hurlingham Club Grounds,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Fulham Palace, Bishop's Park and All Saints Churchyard",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
West London line at Sands End,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
British Gas Pond,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
West London Line in Brompton,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
West London line south of Earl's Court,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Central line west of White City,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wormwood Scrubs Railway Embankment,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Mary's Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kensal Green Cemetery,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mottingham and New Eltham Railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Camberwell New Cemetery, Honor Oak Crematorium and adjacent areas",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
South Bermondsey Railway Embankments,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Sundridge Park Golf Course, Elmstead Wood and Lower Marvels Wood",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Ravensbourne in Greenwich,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Whitefoot Recreation Ground,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Blackheath and Greenwich Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beckenham Place Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Ravensbourne at Peter Pan's Park & Southend Pond,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sydenham Cottages Nature Reserve,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pepys Park Nature Area,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Gilmore Road Triangle,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bromley Hill Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary's Churchyard, Lewisham",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Burnt Ash Pond Nature Reserve,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Manor House Gardens,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Dacres Wood Nature Reserve and Sydenham Park railway cutting,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Senegal Railway Banks,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Railsides south of Sydenham,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lower Sydenham station allotments,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mayow Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Durham Hill (formerly Downham Fields),BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Spring Brook at Downham Playing Fields,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Honor Oak Road Covered Reservoir,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sue Godfrey Local Nature Reserve,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
New Cross to St Johns railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Brockley to St John's railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lewisham to Blackheath railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Brockley and Ladywell Cemeteries,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
New Cross and New Cross Gate railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Chinbrook Community Orchard and Allotments,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Horniman Gardens, Horniman Railway Trail and Horniman Triangle",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Loats Pit (or Lethbridge Close banks),BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Grove Park Cemetery and Chinbrook Community Orchard,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Chinbrook Meadows,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mountsfield Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Nunhead Cutting,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Johns station,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lewisham Railway Triangles,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hither Green station,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hither Green Sidings,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Ravensbourne and Brookmill Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Downham Woodland Walk,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Forster Memorial Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Hither Green Cemetery, Lewisham Crematorium and Reigate Road Open Space",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Grove Park Nature Reserve (formerly Hither Green Nature Reserve),BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pool River Linear Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hillcrest Estate Woodland,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Paul's Churchyard and Crossfield Street Open Space,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hilly Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sayes Court Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Brookmill Nature Reserve LNR,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Besson Street Community Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Brockley Hill Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sedgehill Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Queenswood Road Nature Reserve,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Albion Millennium Green,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Iona Close Orchard,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Telegraph Hill Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Folkestone Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sydenham Wells Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Eliot Bank Hedge and Tarleton Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rainsborough Avenue Embankments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Forest Hill to New Cross Gate Railway Cutting,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Stoke Newington Reservoirs,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Parkland Walk, Queen's Wood and Highgate Wood",M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Holmleigh Railway Cutting,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Allen's Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Abney Park Cemetery,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Ancient Mother Churchyard, Stoke Newington",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Clissold Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Finsbury Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Butterfield Green & Shakespeare Walk Adventure Playground,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Shacklewell Primary School,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lea Valley,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Spring Hill Playing Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Springfield Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rushmore Primary School,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
London Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Shoreditch Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Haggerston Park and Hackney City Farm,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hackney Downs,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Napoleon Road Railway Cutting,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Millfields Recreation Ground,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Daubeny Green,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Greenway and Old Ford Nature Reserve,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Brent River Park South: Blackberry Corner, Jubilee Meadow, Trumpers Field & Fox Meadow",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
London's Canals,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beulah Hill Pond,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Biggin Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Lawns,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beaulieu Heights,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
South Norwood Lake and surrounds,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Oakland Wood,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Long Lane Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Whitgift School Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mitchley Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sanderstead Pond,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sanderstead Plantation,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Duppas Hill,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Waddon Ponds,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Coulsdon Quarry & Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Stonefield and Bleakfield Shaws,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Coulsdon Memorial Recreation Ground Grassland,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bradmore Green Pond,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Kingswood Shaw, Mossy Hill and Beech Way Woodland",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Ashen Grove,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Royal Russell School and Ballards Plantation,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Croham Hurst,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Southeastern tip of Croham Hurst Golf Course,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Selhurst Railway Triangle,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Heavers Meadow and Norbury Brook,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Brickfields Meadow Doorstep Green,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Oaklands, Kenley",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Riddlesdown and The Rose and Crown Chalk Pit,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Foxley Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Chipstead chalk pasture,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Spring Park Ponds,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Spring Park Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Cane Hill Hospital,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hooley Farm Pastures,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Farthing Downs, Devilsden Wood and Happy Valley",M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Coulsdon Common,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Coulsdon Court Wood and Betts Mead,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kenley Aerodrome,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kenley House Pastures,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Convent Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bear's Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Selsdon Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Addington Court Golf Course,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hutchinson's Bank and Frylands Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rowdown and Birch Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Foxhill Shaw,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bramley Bank,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Littleheath Woods,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Purley Downs Golf Course,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lloyd Park & Coombe Farm & Stream and Pond at Shirley Park Golf Course,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Addiscombe Railway Park, and Selsdon and Addiscombe railsides",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Glade,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Ruffet,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Purley Beeches,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Parkfields Woodland,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Park Hill,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Croydon Cemetery complex,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mitcham Common,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Grangewood Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Whitehorse Meadow,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Upper Norwood Recreation Ground,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Westow Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wandle Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Haling Grove Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Norbury Hall,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Norwood Grove and Nettlefold Field,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Norbury Park and Norbury Brook,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pollards Hill,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Shirley Heath, Spring Park and Threehalfpenny Wood",M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kings Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Addington Hills,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
South Norwood Country Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Roundshaw Downs,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Falconwood Meadow,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Grounds of Heathfield House,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hamsey Green Pond,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Temple Avenue Copse,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Whitgift Pond,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Copse Hill Spinney,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Ladygrove,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Spices Yard Tree Belt,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bridgehouse Meadows,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Quaggy and Manor Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Ladywell Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Creekside Education Centre,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Shepherd's Hill Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Blackwall Basin,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Millwall and West India Docks,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Poplar Dock,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Elf Green,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mile End Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Railway Linesides - Tooting Bec to Eardley Road,B,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
