name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2020/11/17,14.6,12,13.2,14.6,12,13.2,10.4,83.1,0.997,100,4.17,rain,0,0,33.5,23.6,224.9,1020.5,92,22.2,24.9,2.2,2,,2020-11-17T07:22:37,2020-11-17T16:07:56,0.04,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/18,16.1,8.6,12.5,16.1,5.3,12.1,8.8,78.2,0.401,100,4.17,rain,0,0,57,25.5,204.6,1016.5,72.4,20.3,24.2,2,1,,2020-11-18T07:24:18,2020-11-18T16:06:42,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/19,10.5,5,8.4,10.5,4.1,6.1,4.4,76.1,0.802,100,8.33,rain,0,0,50,30.2,275.6,1026.1,54.3,32.8,14.8,1.3,1,,2020-11-19T07:25:58,2020-11-19T16:05:30,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/20,11,2,6.7,11,0.9,5.8,5.1,89.2,0.998,100,8.33,rain,0,0,,18.4,211.3,1033.2,78.9,19.5,17.5,1.6,1,,2020-11-20T07:27:38,2020-11-20T16:04:21,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/21,12.1,10.5,11.3,12.1,10.5,11.3,7.9,79.5,0.001,100,4.17,rain,0,0,53.6,28.2,236.3,1026.7,91.3,37.5,17.3,1.5,1,,2020-11-21T07:29:16,2020-11-21T16:03:14,0.22,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/22,11.6,6,9.4,11.6,5.3,9.2,6.6,83,0.399,100,4.17,rain,0,0,,18.5,266,1026.5,79.3,28.9,23.3,1.9,1,,2020-11-22T07:30:53,2020-11-22T16:02:10,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/23,10,3.6,6.9,10,3.6,6.2,5.2,89.3,0,0,0,,0,0,,12.7,203.3,1027.1,72.6,20.6,26.2,2.2,2,,2020-11-23T07:32:29,2020-11-23T16:01:08,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/24,12,9.5,10.7,12,7.7,10.3,7.7,81.8,0,0,0,,0,0,,20.7,186.5,1017.1,74.1,33.3,25.4,2.3,1,,2020-11-24T07:34:04,2020-11-24T16:00:09,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/25,14,8.1,10.6,14,7.5,10.2,8.1,84.5,0.001,100,4.17,rain,0,0,0,16.9,202.9,1013.1,84.4,22.1,10.2,0.7,1,,2020-11-25T07:35:38,2020-11-25T15:59:14,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/26,9.5,4.6,7.6,8.7,4.6,7.3,4.3,79.9,0.199,100,8.33,rain,0,0,,7.4,17,1021.1,76.1,16.1,17.6,1.5,1,,2020-11-26T07:37:10,2020-11-26T15:58:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/27,7.1,1,4.7,6,1,4,3.1,89.4,0.002,100,4.17,rain,0,0,,8.7,27.5,1019.1,77,7.6,16.1,1.4,1,,2020-11-27T07:38:41,2020-11-27T15:57:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/28,10.6,7.6,9.3,10.6,6.1,8.4,7.8,90.1,0,0,0,,0,0,33.5,12,80.1,1018.5,98,4.2,12.1,1,1,,2020-11-28T07:40:10,2020-11-28T15:56:43,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/29,9.5,7.1,8.3,8.3,5.7,7.3,6.5,88.7,0,0,0,,0,0,,11.5,40.1,1025.9,99.2,3.4,10,0.9,0,,2020-11-29T07:41:37,2020-11-29T15:55:59,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/11/30,10.6,5.1,7.4,10.6,1.7,5.4,5.6,89.4,0,0,0,,0,0,52.6,26.9,273.6,1024.1,88.4,11.2,9,0.7,0,,2020-11-30T07:43:03,2020-11-30T15:55:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,D4121,03772099999,03770099999"
"London,UK",2020/12/1,8.6,5.5,6.6,6.1,2.9,4.3,2,72.6,0.001,100,4.17,rain,0,0,,17,331.8,1025.3,44.7,34.2,24.7,2.1,2,,2020-12-01T07:44:27,2020-12-01T15:54:40,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/2,7.1,3.5,5.6,5.5,3.5,4.6,3.1,84.1,0.2,100,4.17,rain,0,0,,11.5,260.9,1018,89.8,15.8,16.6,1.5,1,,2020-12-02T07:45:49,2020-12-02T15:54:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/3,7.5,3.6,5.5,4.9,1.9,3.5,4.2,91.5,14.214,100,16.67,rain,0,0,48.2,17.7,190.7,990,83.2,13.7,4.9,0.5,0,,2020-12-03T07:47:10,2020-12-03T15:53:34,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/4,6,3.6,4.7,3.8,-0.6,1.3,2.1,83.9,3.788,100,12.5,rain,0,0,,22.8,249.4,977.3,90.9,22.7,10.2,0.8,0,,2020-12-04T07:48:28,2020-12-04T15:53:06,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2020/12/5,8.1,4,5.5,5.2,0.6,2.8,2,78.2,0.001,100,4.17,rain,0,0,42.5,18.7,101.9,991.2,71.3,35.8,23.9,2,2,,2020-12-05T07:49:44,2020-12-05T15:52:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/6,5.6,2.1,4,4.5,0.4,2.1,1.9,86.2,1.991,100,8.33,rain,0,0,,12.8,8.3,1001.6,78.1,10.2,14.1,1.1,1,,2020-12-06T07:50:57,2020-12-06T15:52:19,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/7,3.6,1,2.3,3.5,-1,1.5,1.4,93.7,0.001,100,4.17,rain,0,0,,6.6,22.7,999.2,94.4,1.7,10.5,0.9,1,,2020-12-07T07:52:09,2020-12-07T15:52:00,0.73,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/8,4.1,1.6,2.9,3.1,0.5,2.1,2,93.8,0.614,100,8.33,rain,0,0,,8.3,243.6,1003.3,79.6,3.5,17.7,1.5,1,,2020-12-08T07:53:18,2020-12-08T15:51:45,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/9,7,4.5,5.6,5,2,3.2,3.6,87.2,1.994,100,4.17,rain,0,0,,14.2,236.4,1005.8,92.5,19,16.6,1.2,1,,2020-12-09T07:54:24,2020-12-09T15:51:33,0.84,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,F6665,D4121,03772099999,03770099999"
"London,UK",2020/12/10,7.6,6,6.9,7,3,4.7,4.6,85,0,0,0,,0,0,,19,136.4,999.2,95.5,18.1,8.7,0.6,0,,2020-12-10T07:55:28,2020-12-10T15:51:25,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2020/12/11,11.1,7.6,9.1,11.1,5.5,8.2,8.2,93.6,7.576,100,16.67,rain,0,0,,18.5,201.7,987.1,79.9,11.6,13.5,1,1,,2020-12-11T07:56:30,2020-12-11T15:51:19,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2020/12/12,9.6,3.1,7.8,7.6,0.5,5.6,5.4,85.3,0.001,100,4.17,rain,0,0,,20.5,281.5,999,72.5,24.6,12.6,1.3,1,,2020-12-12T07:57:28,2020-12-12T15:51:18,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/13,11.6,2.1,7.4,11.6,0.6,5.9,6.2,92.2,1.996,100,4.17,rain,0,0,48.2,23.9,174.8,1002.4,84.8,13.6,9.1,0.6,1,,2020-12-13T07:58:24,2020-12-13T15:51:20,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2020/12/14,12.6,8.6,10.5,12.6,6.5,9.7,8.5,88.1,13.761,100,16.67,rain,0,0,59.4,27.3,202.2,999.2,69.1,17.1,16.9,1.4,1,,2020-12-14T07:59:17,2020-12-14T15:51:25,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/15,11.6,8.1,9.3,11.6,6.4,8,7.2,86.9,2.194,100,8.33,rain,0,0,,18.3,186.4,1005.7,39.8,20.6,20.3,1.7,2,,2020-12-15T08:00:07,2020-12-15T15:51:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/16,11,8,9.3,11,6.1,7.8,7,85.4,2.013,100,4.17,rain,0,0,38.9,22.9,166.3,1007.3,83.6,25.7,21.7,1.9,1,,2020-12-16T08:00:55,2020-12-16T15:51:45,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/17,11.5,6.6,9.4,11.5,4.3,8.3,7,85.2,0.199,100,4.17,rain,0,0,,23.8,206.9,1013.9,49.9,24.3,21.7,1.8,1,,2020-12-17T08:01:39,2020-12-17T15:52:01,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/18,12.1,11,11.5,12.1,11,11.5,9.5,87.2,0.415,100,12.5,rain,0,0,49.8,30,188.1,1010.7,93.7,14.3,10.3,0.7,0,,2020-12-18T08:02:20,2020-12-18T15:52:20,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2020/12/19,12.5,7.6,10.4,12.5,5.1,9.8,7.6,82.7,1.638,100,16.67,rain,0,0,48.2,26.6,197.3,1005.1,62.8,18.3,15.8,1.4,1,,2020-12-19T08:02:58,2020-12-19T15:52:42,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/20,10.1,6.1,8.1,10.1,3.6,6,5.3,82.8,5.779,100,12.5,rain,0,0,35.3,21.3,209.4,1012.6,46.7,28,22.5,1.9,1,,2020-12-20T08:03:33,2020-12-20T15:53:08,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/21,13.6,7,11.1,13.6,5,10.3,9.9,91.7,2.014,100,8.33,rain,0,0,48.2,25.7,200.4,1006.7,92.6,17.1,6.6,0.6,0,,2020-12-21T08:04:05,2020-12-21T15:53:36,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/22,14,10.2,11.7,14,10.2,11.7,9.6,87.3,2.001,100,8.33,rain,0,0,56.3,29.8,245.1,1010.4,85.8,27.7,10.4,0.8,1,,2020-12-22T08:04:33,2020-12-22T15:54:09,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/23,13.1,9,11.3,13.1,6.7,11.1,9.9,91.2,2.999,100,8.33,rain,0,0,46.4,22.7,195.3,1005,81,20.7,11.8,1,1,,2020-12-23T08:04:58,2020-12-23T15:54:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/24,7.6,3.1,5.3,3.9,-1.1,1.4,1.5,76.4,1.992,100,8.33,rain,0,0,53.4,27.1,349.7,1020.7,60.1,40,23.3,2,2,,2020-12-24T08:05:20,2020-12-24T15:55:23,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2020/12/25,4.6,1.5,2.7,1.3,-1.9,-0.4,-1.6,73.8,0,0,0,,0,0,,18,312.9,1030.8,53,43.1,15,1.4,1,,2020-12-25T08:05:38,2020-12-25T15:56:05,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/26,10.6,1.1,6.7,10.6,-1.8,4.7,4.3,84.3,0,0,0,,0,0,64.6,41.3,226.9,1016.2,75.7,37.1,14.2,1.2,1,,2020-12-26T08:05:54,2020-12-26T15:56:50,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/27,10.1,2.1,6.4,10.1,0.5,3.5,3.6,82.1,16.947,100,12.5,rain,0,0,81,45,235.6,977.6,52.7,23.2,18.3,1.5,1,,2020-12-27T08:06:05,2020-12-27T15:57:38,0.47,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/28,3.6,0.6,2.4,3.1,-2.2,0.2,1.1,91.2,0.001,100,4.17,rain,0,0,,15.2,9.1,974.6,77.5,12.7,16.2,1.3,1,,2020-12-28T08:06:14,2020-12-28T15:58:29,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/29,4.6,1.5,3,2.6,-2.1,0.4,0.7,84.9,0,0,0,,0,0,,13.6,312,990,96.3,13.7,11.8,1,1,,2020-12-29T08:06:19,2020-12-29T15:59:23,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/30,5,0,2.1,3.1,-3.4,0.1,0.4,88.8,0.001,100,4.17,rain,0,0,,13.1,271.1,1002.4,64.8,19.9,24.1,2.2,1,,2020-12-30T08:06:21,2020-12-30T16:00:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2020/12/31,2.1,-1,0.7,1.6,-4.5,-1.6,-1,88.4,0,0,0,,0,0,,10.9,317.7,1005.6,88.4,7.8,14.3,1.3,1,,2020-12-31T08:06:19,2020-12-31T16:01:20,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/1,5,-0.5,2,3.1,-3.5,-0.1,0.7,91,0.002,100,4.17,rain,0,0,,10.1,303.6,1011.5,98.4,4.6,10.9,1,0,,2021-01-01T08:06:14,2021-01-01T16:02:22,0.53,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/2,5.1,1.5,3.7,3.2,-1.3,1.7,1,82.5,0.603,100,8.33,rain,0,0,,11.9,344.7,1015.8,83,19.2,15,1.3,1,,2021-01-02T08:06:05,2021-01-02T16:03:28,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/3,6,1.1,3.8,5.6,-2.3,1,1.6,86,1.985,100,4.17,rain,0,0,,16.9,32.3,1017.5,90.3,15.6,15.1,1.3,1,,2021-01-03T08:05:54,2021-01-03T16:04:36,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/4,5.6,3.5,4.2,4.1,-0.6,0.6,1.3,81.4,0.21,100,12.5,rain,0,0,51.8,25.8,37.3,1019.3,81.9,23.8,7.5,0.6,0,,2021-01-04T08:05:38,2021-01-04T16:05:46,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/5,4.6,2.5,3.7,0.9,-1.7,-0.3,1,82.4,0.994,100,8.33,rain,0,0,35.3,21.2,27.2,1019.9,78,24.2,9.9,0.7,1,,2021-01-05T08:05:20,2021-01-05T16:06:59,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/6,5.6,2,4,3,-0.2,1.2,1.4,83,0.435,100,12.5,rain,0,0,,17.5,24.2,1019.4,68.1,19.6,18.9,1.6,1,,2021-01-06T08:04:58,2021-01-06T16:08:15,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/7,3.1,-1,1,0,-4.2,-1.8,-0.8,87.5,0,0,0,,0,0,,12.6,294.3,1018.4,76.2,7.7,18.3,1.6,1,,2021-01-07T08:04:33,2021-01-07T16:09:32,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/8,2.5,-1,0.6,2.5,-3.6,0,-0.8,90.4,0,0,0,,0,0,,8.4,247.4,1018.6,95.4,5.5,10.6,0.8,1,,2021-01-08T08:04:05,2021-01-08T16:10:52,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021/1/9,4.5,-1.2,1.1,4.1,-3.6,0,-0.5,89.3,0,0,0,,0,0,,9.8,345.5,1026.2,72.5,4.7,18.6,1.5,1,,2021-01-09T08:03:34,2021-01-09T16:12:14,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/10,3.6,-1.7,1,1.4,-4.8,-1.8,-0.1,92.8,0,0,0,,0,0,,11.3,264.1,1026,99.1,4.7,15.9,1.3,1,,2021-01-10T08:02:59,2021-01-10T16:13:38,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/11,9,3.6,6.7,5.3,1,3.4,4.1,83.9,0,0,0,,0,0,53.8,33.2,253,1017.9,94.7,25,21.2,1.7,1,,2021-01-11T08:02:22,2021-01-11T16:15:04,0.99,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/12,9.5,2.5,6.8,6.9,1.8,4.7,4.6,85.9,7.99,100,12.5,rain,0,0,40.7,27.7,289.4,1014.1,83.6,17.6,13.4,1.1,1,,2021-01-12T08:01:41,2021-01-12T16:16:32,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/13,9.6,1.1,6.1,7.3,1.1,4.4,5.4,95.2,1.995,100,8.33,rain,0,0,,19,257.9,1018.4,93.9,6.9,9.8,0.7,0,,2021-01-13T08:00:57,2021-01-13T16:18:02,0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2021/1/14,9.1,2.6,5,7.2,-1.1,2.3,4.1,94.3,27.515,100,12.5,rain,0,0,,16,37.8,1016.6,94.4,7.5,7,0.5,0,,2021-01-14T08:00:10,2021-01-14T16:19:34,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
"London,UK",2021/1/15,4.1,1.1,2.4,4.1,-1.8,1,0.3,86.3,0.398,100,4.17,rain,0,0,,13.2,357.5,1029.7,62.4,9.2,18.5,1.8,1,,2021-01-15T07:59:21,2021-01-15T16:21:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2021/1/16,7.2,1.6,4.9,5.4,-2.8,1.7,3,87.8,5.017,100,8.33,rain,0,0,46.4,22.4,214.3,1020,88.8,19.9,9.8,0.8,1,,2021-01-16T07:58:28,2021-01-16T16:22:41,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/17,8,3.1,5.7,5.3,0.5,3,2.1,78.3,0,0,0,,0,0,31.7,19.6,287.4,1023.5,60.9,24.8,34.1,2.8,2,,2021-01-17T07:57:33,2021-01-17T16:24:18,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2021/1/18,8.6,2.5,5.3,5.4,-0.9,2.6,3.5,88.3,0.001,100,4.17,rain,0,0,44.6,24.9,223.8,1021.3,64.8,19,25,2.1,1,,2021-01-18T07:56:35,2021-01-18T16:25:55,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
"London,UK",2021/1/19,11.6,9.1,10.6,11.6,6.2,10.1,8.3,85.6,0.009,100,12.5,rain,0,0,57.6,31.7,227.4,1004.2,93.7,17.2,15.8,1.4,1,,2021-01-19T07:55:34,2021-01-19T16:27:34,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
"London,UK",2021/1/20,10.6,9.3,10.2,10.6,6,9.7,8.1,86.8,0.434,100,16.67,rain,0,0,62.8,33.2,205.3,987.6,94.5,10,6.9,0.6,0,,2021-01-20T07:54:30,2021-01-20T16:29:14,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/21,8.8,4.3,6.6,8.8,4.3,6.6,2.4,74.7,3.018,100,8.33,rain,0,0,64.9,0.3,241.4,984.7,50.8,31.1,32.5,2.8,2,,2021-01-21T07:53:24,2021-01-21T16:30:55,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/22,7.1,0.5,4,5.7,-2.8,1.3,1.2,82.9,0.001,100,4.17,rain,0,0,,16.2,247.8,992.2,29.2,26.8,32,2.8,2,,2021-01-22T07:52:15,2021-01-22T16:32:37,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/23,4.5,-0.2,2.1,2,-2.8,0,0,86.5,0.599,100,4.17,rain,0,0,,15.3,289.7,995.6,57.9,21.8,24.7,2.1,1,,2021-01-23T07:51:03,2021-01-23T16:34:20,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/24,2,-2,0.6,2,-4.4,-1.1,-0.7,91,2.993,100,4.17,"rain,snow",1.8,1,,13.9,128.5,997,71.3,17.4,10.6,1.1,0,,2021-01-24T07:49:49,2021-01-24T16:36:04,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,D4121,03772099999,03770099999"
"London,UK",2021/1/25,5.1,-1.2,1.7,1.6,-3.8,-1.6,-1.7,78.2,0.201,100,12.5,rain,0.2,1.8,,17.6,292.5,1009.6,19.9,23,35.5,3.2,2,,2021-01-25T07:48:33,2021-01-25T16:37:49,0.44,Rain,Clear conditions throughout the day with rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
"London,UK",2021/1/26,6.6,-0.5,3,4,-3.6,0.6,1.4,89.5,0.602,100,8.33,rain,0.7,1.3,,21.9,205.7,1015.9,70.4,17.8,20,1.7,1,,2021-01-26T07:47:14,2021-01-26T16:39:35,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
