"Reported road collisions by contributory factor and local authority, Great Britain, 10 years up to 2021",,,,,,
"This worksheet contains two tables, separated by a blank column. Some cells refer to notes which can be found on the notes worksheet.",,,,,,
Some cells in the 'Code_Local authority' field are labelled with 'no data' because they do not have an ONS identifier code. ,,,,,,
"Filters are active in row 5 and may hide some data. To turn off all filters select the ‘Data’ ribbon then ‘Filters’ button or use [Ctrl, Shift, L]’. ",,,,,,
Section,Contributory factor reported in accident [note 1],Region (ONS code),Region (name),Local authority (ONS code),Local authority (name),2020
Road environment contributed,Slippery inspection cover or road marking,W92000004,Wales,W06000003,Conwy,0
Vehicle defects,Vehicle defects,W92000004,Wales,W06000003,Conwy,6
Vehicle defects,"Tyres illegal, defective or under inflated",W92000004,Wales,W06000003,Conwy,3
Vehicle defects,Defective lights or indicators,W92000004,Wales,W06000003,Conwy,1
Vehicle defects,Defective brakes,W92000004,Wales,W06000003,Conwy,2
Vehicle defects,Defective steering or suspension,W92000004,Wales,W06000003,Conwy,0
Vehicle defects,Defective or missing mirrors,W92000004,Wales,W06000003,Conwy,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,W92000004,Wales,W06000003,Conwy,0
Injudicious decision,Injudicious action,W92000004,Wales,W06000003,Conwy,24
Injudicious decision,Disobeyed automatic traffic signal,W92000004,Wales,W06000003,Conwy,0
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,W92000004,Wales,W06000003,Conwy,2
Injudicious decision,Disobeyed double white lines,W92000004,Wales,W06000003,Conwy,0
Injudicious decision,Disobeyed pedestrian crossing facility,W92000004,Wales,W06000003,Conwy,0
Injudicious decision,Illegal turn or direction of travel,W92000004,Wales,W06000003,Conwy,1
Injudicious decision,Exceeding speed limit,W92000004,Wales,W06000003,Conwy,2
Injudicious decision,Travelling too fast for conditions,W92000004,Wales,W06000003,Conwy,14
Injudicious decision,Following too close,W92000004,Wales,W06000003,Conwy,4
Injudicious decision,Vehicle travelling along pavement,W92000004,Wales,W06000003,Conwy,1
Injudicious decision,Cyclist entering road from pavement,W92000004,Wales,W06000003,Conwy,1
Driver or rider error or reaction,Driver/Rider error or reaction,W92000004,Wales,W06000003,Conwy,67
Driver or rider error or reaction,Junction overshoot,W92000004,Wales,W06000003,Conwy,4
Driver or rider error or reaction,Junction restart (moving off at junction),W92000004,Wales,W06000003,Conwy,1
Driver or rider error or reaction,Poor turn or manoeuvre,W92000004,Wales,W06000003,Conwy,11
Driver or rider error or reaction,Failed to signal or misleading signal,W92000004,Wales,W06000003,Conwy,2
Driver or rider error or reaction,Driver/Rider failed to look properly,W92000004,Wales,W06000003,Conwy,36
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,W92000004,Wales,W06000003,Conwy,22
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",W92000004,Wales,W06000003,Conwy,3
Driver or rider error or reaction,Sudden braking,W92000004,Wales,W06000003,Conwy,8
Driver or rider error or reaction,Swerved,W92000004,Wales,W06000003,Conwy,3
Driver or rider error or reaction,Loss of control,W92000004,Wales,W06000003,Conwy,15
Impairment or distraction,Impairment or distraction,W92000004,Wales,W06000003,Conwy,21
Impairment or distraction,Driver/Rider impaired by alcohol,W92000004,Wales,W06000003,Conwy,6
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),W92000004,Wales,W06000003,Conwy,6
Impairment or distraction,Fatigue,W92000004,Wales,W06000003,Conwy,4
Impairment or distraction,"Uncorrected, defective eyesight",W92000004,Wales,W06000003,Conwy,0
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",W92000004,Wales,W06000003,Conwy,5
Impairment or distraction,Not displaying lights at night or in poor visibility,W92000004,Wales,W06000003,Conwy,0
Impairment or distraction,Rider wearing dark clothing,W92000004,Wales,W06000003,Conwy,0
Impairment or distraction,Driver using mobile phone,W92000004,Wales,W06000003,Conwy,0
Impairment or distraction,Distraction in vehicle,W92000004,Wales,W06000003,Conwy,5
Impairment or distraction,Distraction outside vehicle,W92000004,Wales,W06000003,Conwy,3
Behaviour or inexperience,Behaviour or inexperience,W92000004,Wales,W06000003,Conwy,17
Behaviour or inexperience,Aggressive driving,W92000004,Wales,W06000003,Conwy,1
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",W92000004,Wales,W06000003,Conwy,15
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",W92000004,Wales,W06000003,Conwy,0
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),W92000004,Wales,W06000003,Conwy,0
Behaviour or inexperience,Learner or inexperienced driver/rider,W92000004,Wales,W06000003,Conwy,3
Behaviour or inexperience,Inexperience of driving on the left,W92000004,Wales,W06000003,Conwy,0
Behaviour or inexperience,Unfamiliar with model of vehicle,W92000004,Wales,W06000003,Conwy,0
Vision affected by external factors,Vision affected by external factors,W92000004,Wales,W06000003,Conwy,14
Vision affected by external factors,Stationary or parked vehicle(s),W92000004,Wales,W06000003,Conwy,2
Vision affected by external factors,Vegetation,W92000004,Wales,W06000003,Conwy,1
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",W92000004,Wales,W06000003,Conwy,4
Vision affected by external factors,"Buildings, road signs, street furniture",W92000004,Wales,W06000003,Conwy,0
Vision affected by external factors,Dazzling headlights,W92000004,Wales,W06000003,Conwy,0
Vision affected by external factors,Dazzling sun,W92000004,Wales,W06000003,Conwy,6
Vision affected by external factors,"Rain, sleet, snow, or fog",W92000004,Wales,W06000003,Conwy,2
Vision affected by external factors,Spray from other vehicles,W92000004,Wales,W06000003,Conwy,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",W92000004,Wales,W06000003,Conwy,1
Vision affected by external factors,Vehicle blind spot,W92000004,Wales,W06000003,Conwy,0
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),W92000004,Wales,W06000003,Conwy,14
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,W92000004,Wales,W06000003,Conwy,1
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,W92000004,Wales,W06000003,Conwy,6
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,W92000004,Wales,W06000003,Conwy,6
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,W92000004,Wales,W06000003,Conwy,1
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),W92000004,Wales,W06000003,Conwy,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,W92000004,Wales,W06000003,Conwy,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),W92000004,Wales,W06000003,Conwy,0
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",W92000004,Wales,W06000003,Conwy,4
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,W92000004,Wales,W06000003,Conwy,3
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",W92000004,Wales,W06000003,Conwy,2
Special codes,Special Codes,W92000004,Wales,W06000003,Conwy,1
Special codes,Stolen vehicle,W92000004,Wales,W06000003,Conwy,0
Special codes,Vehicle in course of crime,W92000004,Wales,W06000003,Conwy,0
Special codes,Emergency vehicle on a call,W92000004,Wales,W06000003,Conwy,0
Special codes,Vehicle door opened or closed negligently,W92000004,Wales,W06000003,Conwy,0
Special codes,Other,W92000004,Wales,W06000003,Conwy,1
Any CF,Any CF,W92000004,Wales,W06000003,Conwy,95
Road environment contributed,Road environment contributed,W92000004,Wales,W06000004,Denbighshire,19
Road environment contributed,Poor or defective road surface ,W92000004,Wales,W06000004,Denbighshire,2
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",W92000004,Wales,W06000004,Denbighshire,3
Road environment contributed,Slippery road (due to weather),W92000004,Wales,W06000004,Denbighshire,11
Road environment contributed,Inadequate or masked signs or road markings,W92000004,Wales,W06000004,Denbighshire,0
Road environment contributed,Defective traffic signals,W92000004,Wales,W06000004,Denbighshire,0
Road environment contributed,"Traffic calming (eg. road humps, chicane)",W92000004,Wales,W06000004,Denbighshire,0
Road environment contributed,Temporary road layout (eg. contraflow),W92000004,Wales,W06000004,Denbighshire,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",W92000004,Wales,W06000004,Denbighshire,6
Road environment contributed,Animal or object in carriageway ,W92000004,Wales,W06000004,Denbighshire,2
Road environment contributed,Slippery inspection cover or road marking,W92000004,Wales,W06000004,Denbighshire,0
Vehicle defects,Vehicle defects,W92000004,Wales,W06000004,Denbighshire,2
Vehicle defects,"Tyres illegal, defective or under inflated",W92000004,Wales,W06000004,Denbighshire,1
Vehicle defects,Defective lights or indicators,W92000004,Wales,W06000004,Denbighshire,0
Vehicle defects,Defective brakes,W92000004,Wales,W06000004,Denbighshire,0
Vehicle defects,Defective steering or suspension,W92000004,Wales,W06000004,Denbighshire,0
Vehicle defects,Defective or missing mirrors,W92000004,Wales,W06000004,Denbighshire,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,W92000004,Wales,W06000004,Denbighshire,1
Injudicious decision,Injudicious action,W92000004,Wales,W06000004,Denbighshire,14
Injudicious decision,Disobeyed automatic traffic signal,W92000004,Wales,W06000004,Denbighshire,1
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,W92000004,Wales,W06000004,Denbighshire,0
Injudicious decision,Disobeyed double white lines,W92000004,Wales,W06000004,Denbighshire,0
Injudicious decision,Disobeyed pedestrian crossing facility,W92000004,Wales,W06000004,Denbighshire,0
Injudicious decision,Illegal turn or direction of travel,W92000004,Wales,W06000004,Denbighshire,0
Injudicious decision,Exceeding speed limit,W92000004,Wales,W06000004,Denbighshire,3
Injudicious decision,Travelling too fast for conditions,W92000004,Wales,W06000004,Denbighshire,10
Injudicious decision,Following too close,W92000004,Wales,W06000004,Denbighshire,2
Injudicious decision,Vehicle travelling along pavement,W92000004,Wales,W06000004,Denbighshire,0
Injudicious decision,Cyclist entering road from pavement,W92000004,Wales,W06000004,Denbighshire,0
Driver or rider error or reaction,Driver/Rider error or reaction,W92000004,Wales,W06000004,Denbighshire,58
Driver or rider error or reaction,Junction overshoot,W92000004,Wales,W06000004,Denbighshire,2
Driver or rider error or reaction,Junction restart (moving off at junction),W92000004,Wales,W06000004,Denbighshire,1
Driver or rider error or reaction,Poor turn or manoeuvre,W92000004,Wales,W06000004,Denbighshire,12
Driver or rider error or reaction,Failed to signal or misleading signal,W92000004,Wales,W06000004,Denbighshire,1
Driver or rider error or reaction,Driver/Rider failed to look properly,W92000004,Wales,W06000004,Denbighshire,27
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,W92000004,Wales,W06000004,Denbighshire,20
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",W92000004,Wales,W06000004,Denbighshire,1
Driver or rider error or reaction,Sudden braking,W92000004,Wales,W06000004,Denbighshire,6
Driver or rider error or reaction,Swerved,W92000004,Wales,W06000004,Denbighshire,4
Driver or rider error or reaction,Loss of control,W92000004,Wales,W06000004,Denbighshire,17
Impairment or distraction,Impairment or distraction,W92000004,Wales,W06000004,Denbighshire,12
Impairment or distraction,Driver/Rider impaired by alcohol,W92000004,Wales,W06000004,Denbighshire,2
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),W92000004,Wales,W06000004,Denbighshire,2
Impairment or distraction,Fatigue,W92000004,Wales,W06000004,Denbighshire,1
Impairment or distraction,"Uncorrected, defective eyesight",W92000004,Wales,W06000004,Denbighshire,0
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",W92000004,Wales,W06000004,Denbighshire,5
Impairment or distraction,Not displaying lights at night or in poor visibility,W92000004,Wales,W06000004,Denbighshire,0
Impairment or distraction,Rider wearing dark clothing,W92000004,Wales,W06000004,Denbighshire,0
Impairment or distraction,Driver using mobile phone,W92000004,Wales,W06000004,Denbighshire,0
Impairment or distraction,Distraction in vehicle,W92000004,Wales,W06000004,Denbighshire,5
Impairment or distraction,Distraction outside vehicle,W92000004,Wales,W06000004,Denbighshire,0
Behaviour or inexperience,Behaviour or inexperience,W92000004,Wales,W06000004,Denbighshire,19
Behaviour or inexperience,Aggressive driving,W92000004,Wales,W06000004,Denbighshire,3
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",W92000004,Wales,W06000004,Denbighshire,14
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",W92000004,Wales,W06000004,Denbighshire,2
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),W92000004,Wales,W06000004,Denbighshire,0
Behaviour or inexperience,Learner or inexperienced driver/rider,W92000004,Wales,W06000004,Denbighshire,3
Behaviour or inexperience,Inexperience of driving on the left,W92000004,Wales,W06000004,Denbighshire,0
Behaviour or inexperience,Unfamiliar with model of vehicle,W92000004,Wales,W06000004,Denbighshire,0
Vision affected by external factors,Vision affected by external factors,W92000004,Wales,W06000004,Denbighshire,12
Vision affected by external factors,Stationary or parked vehicle(s),W92000004,Wales,W06000004,Denbighshire,2
Vision affected by external factors,Vegetation,W92000004,Wales,W06000004,Denbighshire,1
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",W92000004,Wales,W06000004,Denbighshire,6
Vision affected by external factors,"Buildings, road signs, street furniture",W92000004,Wales,W06000004,Denbighshire,0
Vision affected by external factors,Dazzling headlights,W92000004,Wales,W06000004,Denbighshire,0
Vision affected by external factors,Dazzling sun,W92000004,Wales,W06000004,Denbighshire,1
Vision affected by external factors,"Rain, sleet, snow, or fog",W92000004,Wales,W06000004,Denbighshire,1
Vision affected by external factors,Spray from other vehicles,W92000004,Wales,W06000004,Denbighshire,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",W92000004,Wales,W06000004,Denbighshire,0
Vision affected by external factors,Vehicle blind spot,W92000004,Wales,W06000004,Denbighshire,1
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),W92000004,Wales,W06000004,Denbighshire,11
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,W92000004,Wales,W06000004,Denbighshire,2
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,W92000004,Wales,W06000004,Denbighshire,6
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,W92000004,Wales,W06000004,Denbighshire,3
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,W92000004,Wales,W06000004,Denbighshire,1
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),W92000004,Wales,W06000004,Denbighshire,0
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,W92000004,Wales,W06000004,Denbighshire,2
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),W92000004,Wales,W06000004,Denbighshire,0
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",W92000004,Wales,W06000004,Denbighshire,4
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,W92000004,Wales,W06000004,Denbighshire,3
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",W92000004,Wales,W06000004,Denbighshire,0
Special codes,Special Codes,W92000004,Wales,W06000004,Denbighshire,3
Special codes,Stolen vehicle,W92000004,Wales,W06000004,Denbighshire,0
Special codes,Vehicle in course of crime,W92000004,Wales,W06000004,Denbighshire,0
Special codes,Emergency vehicle on a call,W92000004,Wales,W06000004,Denbighshire,0
Special codes,Vehicle door opened or closed negligently,W92000004,Wales,W06000004,Denbighshire,0
Special codes,Other,W92000004,Wales,W06000004,Denbighshire,3
Any CF,Any CF,W92000004,Wales,W06000004,Denbighshire,80
Road environment contributed,Road environment contributed,W92000004,Wales,W06000005,Flintshire,11
Road environment contributed,Poor or defective road surface ,W92000004,Wales,W06000005,Flintshire,1
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",W92000004,Wales,W06000005,Flintshire,0
Road environment contributed,Slippery road (due to weather),W92000004,Wales,W06000005,Flintshire,9
Road environment contributed,Inadequate or masked signs or road markings,W92000004,Wales,W06000005,Flintshire,1
Road environment contributed,Defective traffic signals,W92000004,Wales,W06000005,Flintshire,0
Road environment contributed,"Traffic calming (eg. road humps, chicane)",W92000004,Wales,W06000005,Flintshire,0
Road environment contributed,Temporary road layout (eg. contraflow),W92000004,Wales,W06000005,Flintshire,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",W92000004,Wales,W06000005,Flintshire,1
Road environment contributed,Animal or object in carriageway ,W92000004,Wales,W06000005,Flintshire,0
Road environment contributed,Slippery inspection cover or road marking,W92000004,Wales,W06000005,Flintshire,0
Vehicle defects,Vehicle defects,W92000004,Wales,W06000005,Flintshire,2
Vehicle defects,"Tyres illegal, defective or under inflated",W92000004,Wales,W06000005,Flintshire,0
Vehicle defects,Defective lights or indicators,W92000004,Wales,W06000005,Flintshire,1
Vehicle defects,Defective brakes,W92000004,Wales,W06000005,Flintshire,0
Vehicle defects,Defective steering or suspension,W92000004,Wales,W06000005,Flintshire,1
Vehicle defects,Defective or missing mirrors,W92000004,Wales,W06000005,Flintshire,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,W92000004,Wales,W06000005,Flintshire,0
Injudicious decision,Injudicious action,W92000004,Wales,W06000005,Flintshire,24
Injudicious decision,Disobeyed automatic traffic signal,W92000004,Wales,W06000005,Flintshire,1
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,W92000004,Wales,W06000005,Flintshire,1
Injudicious decision,Disobeyed double white lines,W92000004,Wales,W06000005,Flintshire,1
Injudicious decision,Disobeyed pedestrian crossing facility,W92000004,Wales,W06000005,Flintshire,0
Injudicious decision,Illegal turn or direction of travel,W92000004,Wales,W06000005,Flintshire,1
Injudicious decision,Exceeding speed limit,W92000004,Wales,W06000005,Flintshire,4
Injudicious decision,Travelling too fast for conditions,W92000004,Wales,W06000005,Flintshire,10
Injudicious decision,Following too close,W92000004,Wales,W06000005,Flintshire,4
Injudicious decision,Vehicle travelling along pavement,W92000004,Wales,W06000005,Flintshire,0
Injudicious decision,Cyclist entering road from pavement,W92000004,Wales,W06000005,Flintshire,2
Driver or rider error or reaction,Driver/Rider error or reaction,W92000004,Wales,W06000005,Flintshire,90
Driver or rider error or reaction,Junction overshoot,W92000004,Wales,W06000005,Flintshire,5
Driver or rider error or reaction,Junction restart (moving off at junction),W92000004,Wales,W06000005,Flintshire,2
Driver or rider error or reaction,Poor turn or manoeuvre,W92000004,Wales,W06000005,Flintshire,22
Driver or rider error or reaction,Failed to signal or misleading signal,W92000004,Wales,W06000005,Flintshire,4
Driver or rider error or reaction,Driver/Rider failed to look properly,W92000004,Wales,W06000005,Flintshire,55
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,W92000004,Wales,W06000005,Flintshire,30
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",W92000004,Wales,W06000005,Flintshire,1
Driver or rider error or reaction,Sudden braking,W92000004,Wales,W06000005,Flintshire,6
Driver or rider error or reaction,Swerved,W92000004,Wales,W06000005,Flintshire,2
Driver or rider error or reaction,Loss of control,W92000004,Wales,W06000005,Flintshire,11
Impairment or distraction,Impairment or distraction,W92000004,Wales,W06000005,Flintshire,22
Impairment or distraction,Driver/Rider impaired by alcohol,W92000004,Wales,W06000005,Flintshire,3
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),W92000004,Wales,W06000005,Flintshire,6
Impairment or distraction,Fatigue,W92000004,Wales,W06000005,Flintshire,1
Impairment or distraction,"Uncorrected, defective eyesight",W92000004,Wales,W06000005,Flintshire,1
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",W92000004,Wales,W06000005,Flintshire,3
Impairment or distraction,Not displaying lights at night or in poor visibility,W92000004,Wales,W06000005,Flintshire,0
Impairment or distraction,Rider wearing dark clothing,W92000004,Wales,W06000005,Flintshire,2
Impairment or distraction,Driver using mobile phone,W92000004,Wales,W06000005,Flintshire,1
Impairment or distraction,Distraction in vehicle,W92000004,Wales,W06000005,Flintshire,6
Impairment or distraction,Distraction outside vehicle,W92000004,Wales,W06000005,Flintshire,5
Behaviour or inexperience,Behaviour or inexperience,W92000004,Wales,W06000005,Flintshire,37
Behaviour or inexperience,Aggressive driving,W92000004,Wales,W06000005,Flintshire,7
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",W92000004,Wales,W06000005,Flintshire,26
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",W92000004,Wales,W06000005,Flintshire,3
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),W92000004,Wales,W06000005,Flintshire,0
Behaviour or inexperience,Learner or inexperienced driver/rider,W92000004,Wales,W06000005,Flintshire,4
Behaviour or inexperience,Inexperience of driving on the left,W92000004,Wales,W06000005,Flintshire,0
Behaviour or inexperience,Unfamiliar with model of vehicle,W92000004,Wales,W06000005,Flintshire,3
Vision affected by external factors,Vision affected by external factors,W92000004,Wales,W06000005,Flintshire,8
Vision affected by external factors,Stationary or parked vehicle(s),W92000004,Wales,W06000005,Flintshire,2
Vision affected by external factors,Vegetation,W92000004,Wales,W06000005,Flintshire,0
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",W92000004,Wales,W06000005,Flintshire,0
Vision affected by external factors,"Buildings, road signs, street furniture",W92000004,Wales,W06000005,Flintshire,0
Vision affected by external factors,Dazzling headlights,W92000004,Wales,W06000005,Flintshire,0
Vision affected by external factors,Dazzling sun,W92000004,Wales,W06000005,Flintshire,3
Vision affected by external factors,"Rain, sleet, snow, or fog",W92000004,Wales,W06000005,Flintshire,3
Vision affected by external factors,Spray from other vehicles,W92000004,Wales,W06000005,Flintshire,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",W92000004,Wales,W06000005,Flintshire,1
Vision affected by external factors,Vehicle blind spot,W92000004,Wales,W06000005,Flintshire,0
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),W92000004,Wales,W06000005,Flintshire,7
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,W92000004,Wales,W06000005,Flintshire,2
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,W92000004,Wales,W06000005,Flintshire,5
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,W92000004,Wales,W06000005,Flintshire,2
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,W92000004,Wales,W06000005,Flintshire,0
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),W92000004,Wales,W06000005,Flintshire,0
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,W92000004,Wales,W06000005,Flintshire,1
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),W92000004,Wales,W06000005,Flintshire,0
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",W92000004,Wales,W06000005,Flintshire,3
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,W92000004,Wales,W06000005,Flintshire,1
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",W92000004,Wales,W06000005,Flintshire,0
Special codes,Special Codes,W92000004,Wales,W06000005,Flintshire,5
Special codes,Stolen vehicle,W92000004,Wales,W06000005,Flintshire,0
Special codes,Vehicle in course of crime,W92000004,Wales,W06000005,Flintshire,2
Special codes,Emergency vehicle on a call,W92000004,Wales,W06000005,Flintshire,0
Special codes,Vehicle door opened or closed negligently,W92000004,Wales,W06000005,Flintshire,1
Special codes,Other,W92000004,Wales,W06000005,Flintshire,2
Any CF,Any CF,W92000004,Wales,W06000005,Flintshire,111
Road environment contributed,Road environment contributed,W92000004,Wales,W06000002,Gwynedd,21
Road environment contributed,Poor or defective road surface ,W92000004,Wales,W06000002,Gwynedd,2
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",W92000004,Wales,W06000002,Gwynedd,2
Road environment contributed,Slippery road (due to weather),W92000004,Wales,W06000002,Gwynedd,16
Road environment contributed,Inadequate or masked signs or road markings,W92000004,Wales,W06000002,Gwynedd,0
Road environment contributed,Defective traffic signals,W92000004,Wales,W06000002,Gwynedd,0
Road environment contributed,"Traffic calming (eg. road humps, chicane)",W92000004,Wales,W06000002,Gwynedd,0
Road environment contributed,Temporary road layout (eg. contraflow),W92000004,Wales,W06000002,Gwynedd,0
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",W92000004,Wales,W06000002,Gwynedd,3
Road environment contributed,Animal or object in carriageway ,W92000004,Wales,W06000002,Gwynedd,2
Road environment contributed,Slippery inspection cover or road marking,W92000004,Wales,W06000002,Gwynedd,0
Vehicle defects,Vehicle defects,W92000004,Wales,W06000002,Gwynedd,3
Vehicle defects,"Tyres illegal, defective or under inflated",W92000004,Wales,W06000002,Gwynedd,0
Vehicle defects,Defective lights or indicators,W92000004,Wales,W06000002,Gwynedd,1
Vehicle defects,Defective brakes,W92000004,Wales,W06000002,Gwynedd,2
Vehicle defects,Defective steering or suspension,W92000004,Wales,W06000002,Gwynedd,0
Vehicle defects,Defective or missing mirrors,W92000004,Wales,W06000002,Gwynedd,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,W92000004,Wales,W06000002,Gwynedd,0
Injudicious decision,Injudicious action,W92000004,Wales,W06000002,Gwynedd,18
Injudicious decision,Disobeyed automatic traffic signal,W92000004,Wales,W06000002,Gwynedd,1
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,W92000004,Wales,W06000002,Gwynedd,1
Injudicious decision,Disobeyed double white lines,W92000004,Wales,W06000002,Gwynedd,1
Injudicious decision,Disobeyed pedestrian crossing facility,W92000004,Wales,W06000002,Gwynedd,0
Injudicious decision,Illegal turn or direction of travel,W92000004,Wales,W06000002,Gwynedd,0
Injudicious decision,Exceeding speed limit,W92000004,Wales,W06000002,Gwynedd,4
Injudicious decision,Travelling too fast for conditions,W92000004,Wales,W06000002,Gwynedd,13
Injudicious decision,Following too close,W92000004,Wales,W06000002,Gwynedd,2
Injudicious decision,Vehicle travelling along pavement,W92000004,Wales,W06000002,Gwynedd,0
Injudicious decision,Cyclist entering road from pavement,W92000004,Wales,W06000002,Gwynedd,0
Driver or rider error or reaction,Driver/Rider error or reaction,W92000004,Wales,W06000002,Gwynedd,74
Driver or rider error or reaction,Junction overshoot,W92000004,Wales,W06000002,Gwynedd,2
Driver or rider error or reaction,Junction restart (moving off at junction),W92000004,Wales,W06000002,Gwynedd,1
Driver or rider error or reaction,Poor turn or manoeuvre,W92000004,Wales,W06000002,Gwynedd,22
Driver or rider error or reaction,Failed to signal or misleading signal,W92000004,Wales,W06000002,Gwynedd,0
Driver or rider error or reaction,Driver/Rider failed to look properly,W92000004,Wales,W06000002,Gwynedd,27
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,W92000004,Wales,W06000002,Gwynedd,14
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",W92000004,Wales,W06000002,Gwynedd,3
Driver or rider error or reaction,Sudden braking,W92000004,Wales,W06000002,Gwynedd,3
Driver or rider error or reaction,Swerved,W92000004,Wales,W06000002,Gwynedd,6
Driver or rider error or reaction,Loss of control,W92000004,Wales,W06000002,Gwynedd,31
Impairment or distraction,Impairment or distraction,W92000004,Wales,W06000002,Gwynedd,23
Impairment or distraction,Driver/Rider impaired by alcohol,W92000004,Wales,W06000002,Gwynedd,4
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),W92000004,Wales,W06000002,Gwynedd,5
Impairment or distraction,Fatigue,W92000004,Wales,W06000002,Gwynedd,5
Impairment or distraction,"Uncorrected, defective eyesight",W92000004,Wales,W06000002,Gwynedd,1
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",W92000004,Wales,W06000002,Gwynedd,5
